"交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名","起点側／接続区分","起点側／接続路線等／交通調査基本区間番号","起点側／接続路線等／世代管理番号（十の位）","起点側／接続路線等／路線名等","起点側／備考","終点側／接続区分","終点側／接続路線等／交通調査基本区間番号","終点側／接続路線等／世代管理番号（十の位）","終点側／接続路線等／路線名等","終点側／備考","現道旧道区分","管理区分","市区町村コード","自動車専用道路の別","区間種別","分離区間／分離区分","分離区間／交通調査基本区間番号","区間延長（ｋｍ）","高規格道路の別","一般国道指定区間","一方通行フラグ","平成２２年度／交通調査基本区間番号","交通量調査単位区間番号／都道府県指定市コード","交通量調査単位区間番号／調査単位区間番号","観測地点交通調査基本区間番号","交通量観測地点地名／市郡区町村丁字目","平成２７年度調査交通量観測・非観測の別","個別調査観測値活用の別","１２・２４時間観測の別","交通量観測年月日","昼間１２時間自動車類交通量（上下合計）／小型車（台）","昼間１２時間自動車類交通量（上下合計）／大型車（台）","昼間１２時間自動車類交通量（上下合計）／合計（台）","２４時間自動車類交通量（上下合計）／小型車（台）","２４時間自動車類交通量（上下合計）／大型車（台）","２４時間自動車類交通量（上下合計）／合計（台）","昼夜率","昼間１２時間ピーク比率（％）","昼間１２時間大型車混入率（％）","混雑度","平成２２年度／交通量調査／都道府県指定市コード","平成２２年度／交通量調査／調査単位区間番号","平成２２年度／昼間１２時間自動車類交通量（台）","平成２２年度／２４時間自動車類交通量（台）","旅行速度調査単位区間番号／都道府県指定市コード","旅行速度調査単位区間番号／調査単位区間番号","混雑時／上り／旅行速度計測・非計測の別","混雑時／上り／旅行速度（ｋｍ／ｈ）","混雑時／下り／旅行速度計測・非計測の別","混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／上り／旅行速度計測・非計測の別","昼間非混雑時／上り／旅行速度（ｋｍ／ｈ）","昼間非混雑時／下り／旅行速度計測・非計測の別","昼間非混雑時／下り／旅行速度（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）","昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）","平成２２年度／旅行速度調査／都道府県指定市コード","平成２２年度／旅行速度調査／調査単位区間番号","平成２２年度／旅行速度／混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／混雑時／下り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／上り（ｋｍ／ｈ）","平成２２年度／旅行速度／昼間非混雑時／下り（ｋｍ／ｈ）","道路状況調査単位区間番号／都道府県指定市コード","道路状況調査単位区間番号／調査単位区間番号","区間延長／改良済み区間率（％）","区間延長／５．５ｍ以上改良済み区間率（％）","幅員構成／道路部幅員（ｍ）","幅員構成／車道部幅員（ｍ）","幅員構成／車道幅員（ｍ）","幅員構成／中央帯幅員（ｍ）","幅員構成／歩道幅員／上り（ｍ）","幅員構成／歩道幅員／下り（ｍ）","幅員構成／自転車道幅員／上り（ｍ）","幅員構成／自転車道幅員／下り（ｍ）","幅員構成／停車帯等幅員／上り（ｍ）","幅員構成／停車帯等幅員／下り（ｍ）","車線数","交通安全施設等／歩道設置率（％）","交通安全施設等／自転車歩行者道設置率（％）","交通安全施設等／自転車道設置率（％）","交通安全施設等／自転車レーン設置率（％）","交通安全施設等／両側歩道設置率（％）","交通安全施設等／両側自転車歩行者道設置率（％）","交通安全施設等／両側自転車道設置率（％）","交通安全施設等／両側自転車レーン設置率（％）","交通安全施設等／歩道代表幅員（ｍ）","交通安全施設等／自転車道代表幅員（ｍ）","バス路線／バス路線延長率（％）","バス路線／バス優先・専用レーンの有無","交差点密度／信号交差点（箇所／ｋｍ）","交差点密度／信号のない交差点（箇所／ｋｍ）","代表信号交差点／青時間比（％）","代表信号交差点／右折専用車線の有無等","鉄道との平面交差箇所の有無","指定最高速度（ｋｍ／ｈ）","付加車線及び登坂車線設置箇所の有無／上り","付加車線及び登坂車線設置箇所の有無／下り","代表沿道状況","中央分離帯／中央分離帯の種類","中央分離帯／中央分離帯の設置状況","軌道の有無","自転車通行可能区分","異常気象時等通行規制区分","リバーシブルレーン運用の有無","アクセスコントロール","平成２２年度／道路状況調査／都道府県指定市コード","平成２２年度／道路状況調査／調査単位区間番号","交通調査基本区間番号","世代管理番号（十の位）","世代管理番号（一の位）","道路種別","路線／路線番号","路線／路線名"
"17304710030","1","0",3,471,"一般国道４７１号",2,"17304710025","0","主要地方道押水福岡線","",1,"17400750100","0","主要地方道押水福岡線","",1,2,17386,0,0,0,"",".3",0,2,0,"17304710030",17000,11270,"17304710140","かほく市黒川",1,0,1,20151006,581,149,730,750,214,964,"1.32","11.0","20.4",".11",17000,11210,1078,1348,17000,12920,1,"46.7",1,"30.2",1,"33.7",1,"32.4","37.0","31.6",17000,12040,48.5,51.4,48.5,51.4,17000,11810,100.0,100.0,11.00,8.00,"6.00",".00",3.00,.00,.00,.00,.00,.00,2,70.8,29.2,.0,.0,.0,.0,.0,.0,3.00,.00,.0,3,.4,5.8,,,1,50,2,2,4,7,,4,2,1,2,4,17000,11500,"17304710030","1","0",3,471,"一般国道４７１号"
"17304710040","0","1",3,471,"一般国道４７１号",1,"17400750100","0","主要地方道押水福岡線","",6,"","","宝達志水町・かほく市境","",1,2,17386,0,0,0,"","1.0",0,2,0,"17304710040",17000,11270,"17304710140","かほく市黒川",1,0,1,20151006,581,149,730,750,214,964,"1.32","11.0","20.4",".15",17000,11210,1078,1348,17000,12920,1,"50.3",1,"48.2",1,"47.4",1,"45.1","48.3","46.1",17000,12040,48.5,51.4,48.5,51.4,17000,11810,100.0,100.0,11.00,8.00,"6.00",".00",3.00,.00,.00,.00,.00,.00,2,70.8,29.2,.0,.0,.0,.0,.0,.0,3.00,.00,.0,3,.4,5.8,,,1,50,2,2,4,7,,4,2,1,2,4,17000,11500,"17304710040","0","1",3,471,"一般国道４７１号"
"17304710050","0","2",3,471,"一般国道４７１号",6,"","","宝達志水町・かほく市境","",9,"","","","",1,2,17209,0,0,0,"","1.1",0,2,0,"17304710050",17000,11270,"17304710140","かほく市黒川",1,0,1,20151006,581,149,730,750,214,964,"1.32","11.0","20.4",".15",17000,11210,1078,1348,17000,12920,1,"50.5",1,"59.5",1,"51.9",1,"59.4","51.4","59.4",17000,12040,48.5,51.4,48.5,51.4,17000,11820,100.0,100.0,11.50,8.70,"6.00",".00",.00,2.70,.00,.00,.00,.00,2,90.9,.0,.0,.0,.0,.0,.0,.0,2.70,.00,.0,3,.0,7.3,,,2,40,2,2,4,8,,4,2,1,2,4,17000,11510,"17304710050","0","2",3,471,"一般国道４７１号"
"17304710135","0","1",3,471,"一般国道４７１号",9,"","","","",2,"17602270060","0","一般県道八野高松線","",1,2,17209,0,0,0,"",".3",0,2,0,"17304710140",17000,11270,"17304710140","かほく市黒川",1,0,1,20151006,581,149,730,750,214,964,"1.32","11.0","20.4",".11",17000,11240,703,907,17000,12920,1,"59.2",1,"69.5",1,"58.5",1,"63.9","58.7","65.7",17000,12070,68.6,58.5,60.4,66.0,17000,11830,100.0,100.0,9.00,8.70,"6.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,.0,3,.0,6.7,,,2,40,2,2,4,7,,4,2,1,2,4,17000,11550,"17304710135","0","1",3,471,"一般国道４７１号"
"17304710140","1","0",3,471,"一般国道４７１号",2,"17602270060","0","一般県道八野高松線","",2,"17602260010","0","一般県道黒川横山線","",1,2,17209,0,0,0,"",".5",0,2,0,"17304710140",17000,11270,"17304710140","かほく市黒川",1,0,1,20151006,581,149,730,750,214,964,"1.32","11.0","20.4",".11",17000,11240,703,907,17000,12920,1,"59.4",1,"61.3",1,"57.4",1,"59.7","58.0","60.2",17000,12070,68.6,58.5,60.4,66.0,17000,11840,100.0,100.0,13.00,8.80,"6.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,.0,3,.0,4.0,,,2,40,2,2,4,7,,4,2,1,2,4,17000,11550,"17304710140","1","0",3,471,"一般国道４７１号"
"17304710080","0","2",3,471,"一般国道４７１号",2,"17602260010","0","一般県道黒川横山線","",6,"","","かほく市・津幡町境","",1,2,17209,0,0,0,"","2.2",0,2,0,"17304710080",17000,11280,"","",2,0,0,,883,306,1189,1157,412,1569,"1.32","13.2","25.7",".24",17000,11220,1212,1563,17000,12920,1,"57.6",1,"55.5",1,"53.8",1,"52.4","55.2","53.6",17000,12050,58.9,57.1,58.9,56.0,17000,11850,86.4,86.4,11.50,8.30,"5.60",".00",3.00,.00,.00,.00,.00,.00,2,68.2,.0,.0,.0,.0,.0,.0,.0,3.00,.00,.0,3,.0,4.1,,,2,40,2,2,4,7,,4,2,1,2,4,17000,11520,"17304710080","0","2",3,471,"一般国道４７１号"
"17304710090","0","0",3,471,"一般国道４７１号",6,"","","かほく市・津幡町境","",2,"17602210030","0","一般県道瓜生能瀬線","",1,2,17361,0,0,0,"","2.8",0,2,0,"17304710090",17000,11280,"","",2,0,0,,883,306,1189,1157,412,1569,"1.32","13.2","25.7",".23",17000,11220,1212,1563,17000,12930,1,"62.2",1,"58.1",1,"58.2",1,"54.6","59.7","55.9",17000,12050,58.9,57.1,58.9,56.0,17000,11860,100.0,100.0,10.00,7.50,"5.50",".00",2.50,.00,.00,.00,.00,.00,2,100.0,100.0,.0,.0,.0,.0,.0,.0,2.50,.00,100.0,3,.0,6.1,,,2,40,2,2,5,8,,4,1,1,2,4,17000,11530,"17304710090","0","0",3,471,"一般国道４７１号"
"17304710100","0","0",3,471,"一般国道４７１号",2,"17602210030","0","一般県道瓜生能瀬線","",1,"17602210010","0","一般県道瓜生能瀬線","",1,2,17361,0,0,0,"","1.1",0,2,0,"17304710100",17000,11290,"17304710100","河北郡津幡町上河合",1,0,1,20151006,834,162,996,1064,251,1315,"1.32","10.8","16.3",".18",17000,11230,1098,1416,17000,12940,1,"65.3",1,"63.0",1,"55.0",1,"59.2","58.2","60.5",17000,12060,56.4,52.6,53.6,51.5,17000,11870,100.0,100.0,8.50,8.50,"6.00",".00",.00,.00,.00,.00,.00,.00,2,8.0,8.0,.0,.0,.0,.0,.0,.0,3.50,.00,80.0,3,.0,4.8,,,2,40,2,2,5,8,,4,2,1,2,4,17000,11540,"17304710100","0","0",3,471,"一般国道４７１号"
"17304710110","0","0",3,471,"一般国道４７１号",1,"17602210010","0","一般県道瓜生能瀬線","",1,"17400740020","0","主要地方道小矢部津幡線","",1,2,17361,0,0,0,"",".7",0,2,0,"17304710110",17000,11290,"17304710100","河北郡津幡町上河合",1,0,1,20151006,834,162,996,1064,251,1315,"1.32","10.8","16.3",".18",17000,11230,1098,1416,17000,12940,1,"59.3",1,"60.8",1,"56.3",1,"55.3","57.3","57.1",17000,12060,56.4,52.6,53.6,51.5,17000,11870,100.0,100.0,8.50,8.50,"6.00",".00",.00,.00,.00,.00,.00,.00,2,8.0,8.0,.0,.0,.0,.0,.0,.0,3.50,.00,80.0,3,.0,4.8,,,2,40,2,2,5,8,,4,2,1,2,4,17000,11540,"17304710110","0","0",3,471,"一般国道４７１号"
"17304710120","0","0",3,471,"一般国道４７１号",1,"17400740020","0","主要地方道小矢部津幡線","",3,"16304710010","0","一般国道４７１号","",1,2,17361,0,0,0,"",".7",0,2,0,"17304710120",17000,11290,"17304710100","河北郡津幡町上河合",1,0,1,20151006,834,162,996,1064,251,1315,"1.32","10.8","16.3",".18",17000,11230,1098,1416,17000,12940,1,"45.1",1,"44.1",1,"40.3",1,"40.1","41.8","41.4",17000,12060,56.4,52.6,53.6,51.5,17000,11870,100.0,100.0,8.50,8.50,"6.00",".00",.00,.00,.00,.00,.00,.00,2,8.0,8.0,.0,.0,.0,.0,.0,.0,3.50,.00,80.0,3,.0,4.8,,,2,40,2,2,5,8,,4,2,1,2,4,17000,11540,"17304710120","0","0",3,471,"一般国道４７１号"
"17302490010","0","1",4,1,"主要地方道七尾輪島線",2,"17301590010","0","一般国道１５９号","",1,"17601320010","0","一般県道七尾港線","",1,2,17202,0,0,0,"",".6",0,0,0,"17302490010",17000,40010,"17400010370","七尾市川原町",1,0,2,20151006,10072,552,10624,12299,616,12915,"1.22","12.5","5.2","1.90",17000,10500,12541,15462,17000,40010,1,"15.3",1,"18.5",1,"19.4",1,"19.8","17.8","19.3",17000,11330,20.9,21.5,21.2,22.3,17000,40010,100.0,100.0,19.00,10.00,"6.00",".00",4.50,4.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.50,.00,100.0,3,6.7,9.2,,,2,40,2,2,1,7,,4,1,1,2,4,17000,10710,"17302490010","0","1",4,1,"主要地方道七尾輪島線"
"17302490020","0","1",4,1,"主要地方道七尾輪島線",1,"17601320010","0","一般県道七尾港線","",2,"17302490030","0","主要地方道七尾羽咋線","",1,2,17202,0,0,0,"",".6",0,0,0,"17302490020",17000,40010,"17400010370","七尾市川原町",1,0,2,20151006,10072,552,10624,12299,616,12915,"1.22","12.5","5.2","1.90",17000,10500,12541,15462,17000,40020,1,"20.8",1,"18.2",1,"24.2",1,"20.5","23.0","19.6",17000,11330,20.9,21.5,21.2,22.3,17000,40010,100.0,100.0,19.00,10.00,"6.00",".00",4.50,4.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,100.0,100.0,.0,.0,4.50,.00,100.0,3,6.7,9.2,,,2,40,2,2,1,7,,4,1,1,2,4,17000,10710,"17302490020","0","1",4,1,"主要地方道七尾輪島線"
"17400010010","0","1",4,1,"主要地方道七尾輪島線",2,"17302490030","0","主要地方道七尾羽咋線","",4,"17400010370","0","主要地方道七尾輪島線","",1,2,17202,0,0,0,"",".2",0,0,0,"17400010010",17000,40010,"17400010370","七尾市川原町",1,0,2,20151006,10072,552,10624,12299,616,12915,"1.22","12.5","5.2","1.63",17000,40010,11162,13953,17000,40030,1,"15.0",1,"16.4",1,"21.4",1,"26.3","18.7","21.5",17000,40010,36.5,34.0,38.7,37.0,17000,40020,100.0,100.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,39.0,39.0,.0,.0,3.50,.00,100.0,3,2.9,6.6,,,2,50,2,2,4,8,,4,1,1,2,4,17000,40010,"17400010010","0","1",4,1,"主要地方道七尾輪島線"
"17400010370","0","0",4,1,"主要地方道七尾輪島線",4,"17400010010","0","主要地方道七尾輪島線","",4,"17400010030","0","主要地方道七尾輪島線","",1,2,17202,0,0,0,"",".6",0,0,0,"17400010370",17000,40010,"17400010370","七尾市川原町",1,0,2,20151006,10072,552,10624,12299,616,12915,"1.22","12.5","5.2","1.83",17000,40100,11143,14263,17000,40310,1,"32.4",1,"35.2",1,"28.4",1,"33.0","29.6","33.8",17000,40100,34.4,36.9,35.8,36.2,17000,40120,100.0,100.0,17.00,10.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,100.0,100.0,.0,.0,3.50,.00,100.0,3,3.3,13.3,,,2,50,2,2,2,8,,4,1,1,2,4,17000,40120,"17400010370","0","0",4,1,"主要地方道七尾輪島線"
"17400010030","0","0",4,1,"主要地方道七尾輪島線",4,"17400010370","0","主要地方道七尾輪島線","",1,"17601160080","0","一般県道末吉七尾線","",1,2,17202,0,0,0,"","1.3",0,0,0,"17400010030",17000,40020,"17400010030","七尾市津向町",1,0,1,20151006,9569,775,10344,12066,1795,13861,"1.34","11.6","7.5","1.14",17000,40010,11162,13953,17000,40040,1,"34.0",1,"29.9",1,"31.8",1,"31.9","32.6","31.1",17000,40010,36.5,34.0,38.7,37.0,17000,40020,100.0,100.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,39.0,39.0,.0,.0,3.50,.00,100.0,3,2.9,6.6,,,2,50,2,2,4,8,,4,1,1,2,4,17000,40010,"17400010030","0","0",4,1,"主要地方道七尾輪島線"
"17400010040","0","0",4,1,"主要地方道七尾輪島線",1,"17601160080","0","一般県道末吉七尾線","",1,"17601330010","0","一般県道石崎港線","",1,2,17202,0,0,0,"","2.1",0,0,0,"17400010040",17000,40020,"17400010030","七尾市津向町",1,0,1,20151006,9569,775,10344,12066,1795,13861,"1.34","11.6","7.5","1.14",17000,40010,11162,13953,17000,40050,1,"41.1",1,"42.2",1,"40.7",1,"41.0","40.9","41.4",17000,40010,36.5,34.0,38.7,37.0,17000,40020,100.0,100.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,39.0,39.0,.0,.0,3.50,.00,100.0,3,2.9,6.6,,,2,50,2,2,4,8,,4,1,1,2,4,17000,40010,"17400010040","0","0",4,1,"主要地方道七尾輪島線"
"17400010050","0","0",4,1,"主要地方道七尾輪島線",1,"17601330010","0","一般県道石崎港線","",1,"17602480020","0","一般県道和倉和倉停車場線","",1,2,17202,0,0,0,"",".2",0,0,0,"17400010050",17000,40020,"17400010030","七尾市津向町",1,0,1,20151006,9569,775,10344,12066,1795,13861,"1.34","11.6","7.5","1.14",17000,40010,11162,13953,17000,40060,1,"38.6",1,"21.0",1,"33.0",1,"21.2","35.0","21.1",17000,40010,36.5,34.0,38.7,37.0,17000,40020,100.0,100.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,39.0,39.0,.0,.0,3.50,.00,100.0,3,2.9,6.6,,,2,50,2,2,4,8,,4,1,1,2,4,17000,40010,"17400010050","0","0",4,1,"主要地方道七尾輪島線"
"17400010060","0","0",4,1,"主要地方道七尾輪島線",1,"17602480020","0","一般県道和倉和倉停車場線","",1,"17400470010","0","主要地方道七尾能登島公園線","",1,2,17202,0,0,0,"",".3",0,0,0,"17400010060",17000,40020,"17400010030","七尾市津向町",1,0,1,20151006,9569,775,10344,12066,1795,13861,"1.34","11.6","7.5","1.14",17000,40010,11162,13953,17000,40070,1,"11.4",1,"13.6",1,"28.7",1,"16.9","18.0","15.5",17000,40010,36.5,34.0,38.7,37.0,17000,40020,100.0,100.0,16.00,9.00,"6.00",".00",3.50,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,39.0,39.0,.0,.0,3.50,.00,100.0,3,2.9,6.6,,,2,50,2,2,4,8,,4,1,1,2,4,17000,40010,"17400010060","0","0",4,1,"主要地方道七尾輪島線"
"17400010070","0","0",4,1,"主要地方道七尾輪島線",1,"17400470010","0","主要地方道七尾能登島公園線","",1,"17302490080","0","一般国道２４９号","",1,2,17202,0,0,0,"","2.9",0,0,0,"17400010070",17000,40030,"17400010070","七尾市田鶴浜町",1,0,1,20151006,5305,343,5648,6616,1009,7625,"1.35","11.8","6.1",".63",17000,40020,6462,8078,17000,40080,1,"39.9",1,"44.3",1,"43.8",1,"36.6","42.2","39.1",17000,40020,42.5,46.2,45.3,49.8,17000,40030,100.0,100.0,11.00,7.50,"6.00",".00",.00,3.50,.00,.00,.00,.00,2,100.0,100.0,.0,.0,3.4,3.4,.0,.0,3.50,.00,100.0,3,1.4,6.9,,,2,50,2,2,4,8,,4,1,1,2,4,17000,40020,"17400010070","0","0",4,1,"主要地方道七尾輪島線"
"17400010090","0","0",4,1,"主要地方道七尾輪島線",2,"17304700010","0","一般国道４７０号","",6,"","","七尾市・志賀町境","",1,2,17202,1,0,0,"",".3",1,0,0,"17400010090",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40090,1,"89.1",1,"89.4",1,"86.9",1,"89.3","87.6","89.3",17000,40030,82.6,83.1,83.4,83.6,17000,40040,100.0,100.0,11.00,11.00,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40030,"17400010090","0","0",4,1,"主要地方道七尾輪島線"
"17400010100","0","0",4,1,"主要地方道七尾輪島線",6,"","","七尾市・志賀町境","",6,"","","志賀町・七尾市境","",1,2,17384,1,0,0,"","1.4",1,0,0,"17400010100",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40100,1,"80.3",1,"80.5",1,"69.5",1,"67.3","72.8","70.9",17000,40030,82.6,83.1,83.4,83.6,17000,40040,100.0,100.0,11.00,11.00,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40030,"17400010100","0","0",4,1,"主要地方道七尾輪島線"
"17400010110","0","0",4,1,"主要地方道七尾輪島線",6,"","","志賀町・七尾市境","",6,"","","七尾市・志賀町境","",1,2,17202,1,0,0,"",".7",1,0,0,"17400010110",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40110,1,"77.4",1,"77.0",1,"73.2",1,"75.0","74.6","75.6",17000,40030,82.6,83.1,83.4,83.6,17000,40040,100.0,100.0,11.00,11.00,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40030,"17400010110","0","0",4,1,"主要地方道七尾輪島線"
"17400010120","0","0",4,1,"主要地方道七尾輪島線",6,"","","七尾市・志賀町境","",6,"","","志賀町・七尾市境","",1,2,17384,1,0,0,"",".2",1,0,0,"17400010120",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40120,1,"72.8",1,"78.7",1,"72.6",1,"79.0","72.7","78.9",17000,40030,82.6,83.1,83.4,83.6,17000,40040,100.0,100.0,11.00,11.00,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40030,"17400010120","0","0",4,1,"主要地方道七尾輪島線"
"17400010130","0","0",4,1,"主要地方道七尾輪島線",6,"","","志賀町・七尾市境","",6,"","","七尾市・志賀町境","",1,2,17202,1,0,0,"",".5",1,0,0,"17400010130",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40130,1,"74.5",1,"76.2",1,"73.1",1,"74.5","73.6","75.0",17000,40030,82.6,83.1,83.4,83.6,17000,40040,100.0,100.0,11.00,11.00,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40030,"17400010130","0","0",4,1,"主要地方道七尾輪島線"
"17400010140","0","0",4,1,"主要地方道七尾輪島線",6,"","","七尾市・志賀町境","",6,"","","志賀町・七尾市境","",1,2,17384,1,0,0,"",".3",1,0,0,"17400010140",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40140,1,"73.6",1,"72.0",1,"73.7",1,"72.3","73.7","72.2",17000,40030,82.6,83.1,83.4,83.6,17000,40040,100.0,100.0,11.00,11.00,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40030,"17400010140","0","0",4,1,"主要地方道七尾輪島線"
"17400010150","0","1",4,1,"主要地方道七尾輪島線",6,"","","志賀町・七尾市境","",1,"17400230040","1","主要地方道富来中島線","",1,2,17202,1,0,0,"","7.2",1,0,0,"17400010150",17000,40040,"17400010100","羽咋郡志賀町矢田",1,0,1,20151006,5918,835,6753,6894,1007,7901,"1.17","9.8","12.4",".75",17000,40030,4101,5290,17000,40150,1,"81.7",1,"80.3",1,"78.4",1,"80.7","79.5","80.6",17000,40030,82.6,83.1,83.4,83.6,17000,40050,100.0,100.0,10.50,10.50,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40040,"17400010150","0","1",4,1,"主要地方道七尾輪島線"
"17400010160","0","1",4,1,"主要地方道七尾輪島線",1,"17400230040","1","主要地方道富来中島線","",6,"","","七尾市・穴水町境","",1,2,17202,1,0,0,"","7.6",1,0,0,"17400010160",17000,40050,"17400010160","七尾市中島町谷内(トラカン)",1,0,2,20151006,6379,958,7337,7465,1150,8615,"1.17","10.2","13.1",".89",17000,40040,1553,2003,17000,40160,1,"78.8",1,"75.9",1,"80.7",1,"77.8","80.1","77.2",17000,40040,66.6,66.6,66.6,66.6,17000,40050,100.0,100.0,10.50,10.50,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40040,"17400010160","0","1",4,1,"主要地方道七尾輪島線"
"17400010170","0","0",4,1,"主要地方道七尾輪島線",6,"","","七尾市・穴水町境","",6,"","","穴水町・七尾市境","",1,2,17461,1,0,0,"",".4",1,0,0,"17400010170",17000,40050,"17400010160","七尾市中島町谷内(トラカン)",1,0,2,20151006,6379,958,7337,7465,1150,8615,"1.17","10.2","13.1",".89",17000,40040,1553,2003,17000,40170,1,"81.3",1,"80.5",1,"81.4",1,"85.2","81.4","83.6",17000,40040,66.6,66.6,66.6,66.6,17000,40050,100.0,100.0,10.50,10.50,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40040,"17400010170","0","0",4,1,"主要地方道七尾輪島線"
"17400010180","0","0",4,1,"主要地方道七尾輪島線",6,"","","穴水町・七尾市境","",6,"","","七尾市・穴水町境","",1,2,17202,1,0,0,"",".2",1,0,0,"17400010180",17000,40050,"17400010160","七尾市中島町谷内(トラカン)",1,0,2,20151006,6379,958,7337,7465,1150,8615,"1.17","10.2","13.1",".89",17000,40040,1553,2003,17000,40180,1,"80.8",1,"87.4",1,"73.9",1,"87.7","75.8","87.6",17000,40040,66.6,66.6,66.6,66.6,17000,40050,100.0,100.0,10.50,10.50,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40040,"17400010180","0","0",4,1,"主要地方道七尾輪島線"
"17400010190","0","0",4,1,"主要地方道七尾輪島線",6,"","","七尾市・穴水町境","",1,"17800350010","0","町道宇留地越の原線","",1,2,17461,1,0,0,"","4.2",1,0,0,"17400010190",17000,40050,"17400010160","七尾市中島町谷内(トラカン)",1,0,2,20151006,6379,958,7337,7465,1150,8615,"1.17","10.2","13.1",".89",17000,40040,1553,2003,17000,40190,1,"78.4",1,"84.6",1,"79.7",1,"84.6","79.3","84.6",17000,40040,66.6,66.6,66.6,66.6,17000,40050,100.0,100.0,10.50,10.50,"7.00",".00",.00,.00,.00,.00,.00,.00,2,.0,.0,.0,.0,.0,.0,.0,.0,.00,.00,100.0,3,.0,.0,,,2,70,2,2,5,6,,4,2,1,2,1,17000,40040,"17400010190","0","0",4,1,"主要地方道七尾輪島線"
